County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Carroll,13045,123.0,1.0,0.0299,0.0081,118121.0,0.00104,104.0,1.0,1.0,2020-03-31 18:28:21
Catoosa,13047,4.0,0.0,0.001,0.0,67420.0,6e-05,6.0,0.0,0.0,2020-03-31 18:28:21
Charlton,13049,1.0,0.0,0.0002,0.0,12968.0,8e-05,8.0,0.0,0.0,2020-03-31 18:28:21
Chatham,13051,32.0,2.0,0.0078,0.0625,289195.0,0.00011,11.0,1.0,6.0,2020-03-31 18:28:21
Chattahoochee,13053,1.0,0.0,0.0002,0.0,10684.0,9e-05,9.0,0.0,0.0,2020-03-31 18:28:21
Chattooga,13055,3.0,0.0,0.0007,0.0,24790.0,0.00012,12.0,0.0,0.0,2020-03-31 18:28:21
Cherokee,13057,78.0,3.0,0.0189,0.0385,254149.0,0.00031,31.0,1.0,4.0,2020-03-31 18:28:21
Clarke,13059,51.0,5.0,0.0124,0.098,127330.0,0.0004,40.0,4.0,10.0,2020-03-31 18:28:21
Clay,13061,5.0,0.0,0.0012,0.0,2887.0,0.00173,173.0,0.0,0.0,2020-03-31 18:28:21
Clayton,13063,112.0,3.0,0.0272,0.0268,289615.0,0.00039,39.0,1.0,3.0,2020-03-31 18:28:21
Clinch,13065,1.0,0.0,0.0002,0.0,6648.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Cobb,13067,287.0,13.0,0.0697,0.0453,756865.0,0.00038,38.0,2.0,5.0,2020-03-31 18:28:21
Coffee,13069,11.0,0.0,0.0027,0.0,43093.0,0.00026,26.0,0.0,0.0,2020-03-31 18:28:21
Colquitt,13071,20.0,1.0,0.0049,0.05,45592.0,0.00044,44.0,2.0,5.0,2020-03-31 18:28:21
Columbia,13073,24.0,0.0,0.0058,0.0,154291.0,0.00016,16.0,0.0,0.0,2020-03-31 18:28:21
Cook,13075,1.0,0.0,0.0002,0.0,17162.0,6e-05,6.0,0.0,0.0,2020-03-31 18:28:21
Coweta,13077,41.0,2.0,0.01,0.0488,145864.0,0.00028,28.0,1.0,5.0,2020-03-31 18:28:21
Crawford,13079,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Crisp,13081,16.0,0.0,0.0039,0.0,22601.0,0.00071,71.0,0.0,0.0,2020-03-31 18:28:21
Dade,13083,1.0,0.0,0.0002,0.0,16226.0,6e-05,6.0,0.0,0.0,2020-03-31 18:28:21
Dawson,13085,10.0,0.0,0.0024,0.0,25083.0,0.0004,40.0,0.0,0.0,2020-03-31 18:28:21
Decatur,13087,8.0,0.0,0.0019,0.0,26575.0,0.0003,30.0,0.0,0.0,2020-03-31 18:28:21
Dekalb,13089,360.0,4.0,0.0874,0.0111,756558.0,0.00048,48.0,1.0,1.0,2020-03-31 18:28:21
Dodge,13091,2.0,0.0,0.0005,0.0,20705.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Dooly,13093,8.0,0.0,0.0019,0.0,13706.0,0.00058,58.0,0.0,0.0,2020-03-31 18:28:21
Dougherty,13095,466.0,26.0,0.1132,0.0558,91243.0,0.00511,511.0,28.0,6.0,2020-03-31 18:28:21
Douglas,13097,51.0,1.0,0.0124,0.0196,145331.0,0.00035,35.0,1.0,2.0,2020-03-31 18:28:21
Early,13099,32.0,1.0,0.0078,0.0312,10247.0,0.00312,312.0,10.0,3.0,2020-03-31 18:28:21
Echols,13101,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Effingham,13103,5.0,0.0,0.0012,0.0,62190.0,8e-05,8.0,0.0,0.0,2020-03-31 18:28:21
Elbert,13105,0.0,0.0,0.0,0.0,19120.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Emanuel,13107,1.0,0.0,0.0002,0.0,22612.0,4e-05,4.0,0.0,0.0,2020-03-31 18:28:21
Evans,13109,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Fannin,13111,4.0,0.0,0.001,0.0,25964.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Fayette,13113,48.0,4.0,0.0117,0.0833,113459.0,0.00042,42.0,4.0,8.0,2020-03-31 18:28:21
Floyd,13115,50.0,2.0,0.0121,0.04,97927.0,0.00051,51.0,2.0,4.0,2020-03-31 18:28:21
Forsyth,13117,47.0,1.0,0.0114,0.0213,236612.0,0.0002,20.0,0.0,2.0,2020-03-31 18:28:21
Franklin,13119,4.0,0.0,0.001,0.0,23023.0,0.00017,17.0,0.0,0.0,2020-03-31 18:28:21
Fulton,13121,599.0,18.0,0.1455,0.0301,1050114.0,0.00057,57.0,2.0,3.0,2020-03-31 18:28:21
Gilmer,13123,1.0,0.0,0.0002,0.0,30816.0,3e-05,3.0,0.0,0.0,2020-03-31 18:28:21
Glascock,13125,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Glynn,13127,17.0,0.0,0.0041,0.0,85219.0,0.0002,20.0,0.0,0.0,2020-03-31 18:28:21
Gordon,13129,16.0,1.0,0.0039,0.0625,57685.0,0.00028,28.0,2.0,6.0,2020-03-31 18:28:21
Grady,13131,1.0,0.0,0.0002,0.0,24748.0,4e-05,4.0,0.0,0.0,2020-03-31 18:28:21
Greene,13133,7.0,0.0,0.0017,0.0,17698.0,0.0004,40.0,0.0,0.0,2020-03-31 18:28:21
Gwinnett,13135,242.0,2.0,0.0588,0.0083,927781.0,0.00026,26.0,0.0,1.0,2020-03-31 18:28:21
Habersham,13137,2.0,0.0,0.0005,0.0,45388.0,4e-05,4.0,0.0,0.0,2020-03-31 18:28:21
Hall,13139,67.0,0.0,0.0163,0.0,202148.0,0.00033,33.0,0.0,0.0,2020-03-31 18:28:21
Hancock,13141,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Haralson,13143,5.0,0.0,0.0012,0.0,29533.0,0.00017,17.0,0.0,0.0,2020-03-31 18:28:21
Harris,13145,3.0,0.0,0.0007,0.0,34475.0,9e-05,9.0,0.0,0.0,2020-03-31 18:28:21
Hart,13147,4.0,0.0,0.001,0.0,26099.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Heard,13149,1.0,1.0,0.0002,1.0,11879.0,8e-05,8.0,8.0,100.0,2020-03-31 18:28:21
Henry,13151,86.0,2.0,0.0209,0.0233,230220.0,0.00037,37.0,1.0,2.0,2020-03-31 18:28:21
Houston,13153,30.0,3.0,0.0073,0.1,155469.0,0.00019,19.0,2.0,10.0,2020-03-31 18:28:21
Irwin,13155,3.0,0.0,0.0007,0.0,9398.0,0.00032,32.0,0.0,0.0,2020-03-31 18:28:21
Jackson,13157,8.0,0.0,0.0019,0.0,70422.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
Jasper,13159,2.0,0.0,0.0005,0.0,14040.0,0.00014,14.0,0.0,0.0,2020-03-31 18:28:21
Jeff Davis,13161,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Jefferson,13163,2.0,0.0,0.0005,0.0,15430.0,0.00013,13.0,0.0,0.0,2020-03-31 18:28:21
Jenkins,13165,1.0,0.0,0.0002,0.0,8683.0,0.00012,12.0,0.0,0.0,2020-03-31 18:28:21
Johnson,13167,1.0,0.0,0.0002,0.0,9708.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Jones,13169,3.0,0.0,0.0007,0.0,28616.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Lamar,13171,3.0,0.0,0.0007,0.0,19000.0,0.00016,16.0,0.0,0.0,2020-03-31 18:28:21
Lanier,13173,0.0,0.0,0.0,0.0,10340.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Laurens,13175,13.0,0.0,0.0032,0.0,47325.0,0.00027,27.0,0.0,0.0,2020-03-31 18:28:21
Lee,13177,90.0,7.0,0.0219,0.0778,29764.0,0.00302,302.0,24.0,8.0,2020-03-31 18:28:21
Liberty,13179,5.0,0.0,0.0012,0.0,61497.0,8e-05,8.0,0.0,0.0,2020-03-31 18:28:21
Lincoln,13181,4.0,0.0,0.001,0.0,7915.0,0.00051,51.0,0.0,0.0,2020-03-31 18:28:21
Long,13183,1.0,0.0,0.0002,0.0,18998.0,5e-05,5.0,0.0,0.0,2020-03-31 18:28:21
Lowndes,13185,23.0,1.0,0.0056,0.0435,116321.0,0.0002,20.0,1.0,4.0,2020-03-31 18:28:21
Lumpkin,13187,7.0,0.0,0.0017,0.0,32955.0,0.00021,21.0,0.0,0.0,2020-03-31 18:28:21
Macon,13193,2.0,0.0,0.0005,0.0,13143.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Madison,13195,3.0,1.0,0.0007,0.3333,29650.0,0.0001,10.0,3.0,33.0,2020-03-31 18:28:21
Marion,13197,0.0,0.0,0.0,0.0,8351.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Mcduffie,13189,3.0,0.0,0.0007,0.0,21531.0,0.00014,14.0,0.0,0.0,2020-03-31 18:28:21
Mcintosh,13191,1.0,0.0,0.0002,0.0,14340.0,7e-05,7.0,0.0,0.0,2020-03-31 18:28:21
Meriwether,13199,6.0,0.0,0.0015,0.0,21068.0,0.00028,28.0,0.0,0.0,2020-03-31 18:28:21
Miller,13201,4.0,0.0,0.001,0.0,5686.0,0.0007,70.0,0.0,0.0,2020-03-31 18:28:21
Mitchell,13205,34.0,1.0,0.0083,0.0294,22192.0,0.00153,153.0,5.0,3.0,2020-03-31 18:28:21
Monroe,13207,5.0,0.0,0.0012,0.0,27520.0,0.00018,18.0,0.0,0.0,2020-03-31 18:28:21
Montgomery,13209,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Morgan,13211,2.0,0.0,0.0005,0.0,18853.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
Murray,13213,5.0,0.0,0.0012,0.0,39921.0,0.00013,13.0,0.0,0.0,2020-03-31 18:28:21
Muscogee,13215,19.0,0.0,0.0046,0.0,194160.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Newton,13217,31.0,0.0,0.0075,0.0,109541.0,0.00028,28.0,0.0,0.0,2020-03-31 18:28:21
Oconee,13219,16.0,0.0,0.0039,0.0,39272.0,0.00041,41.0,0.0,0.0,2020-03-31 18:28:21
Oglethorpe,13221,1.0,0.0,0.0002,0.0,15054.0,7e-05,7.0,0.0,0.0,2020-03-31 18:28:21
Paulding,13223,31.0,0.0,0.0075,0.0,164044.0,0.00019,19.0,0.0,0.0,2020-03-31 18:28:21
Peach,13225,7.0,1.0,0.0017,0.1429,27297.0,0.00026,26.0,4.0,14.0,2020-03-31 18:28:21
Pickens,13227,7.0,1.0,0.0017,0.1429,31980.0,0.00022,22.0,3.0,14.0,2020-03-31 18:28:21
Pierce,13229,3.0,0.0,0.0007,0.0,19389.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Pike,13231,2.0,0.0,0.0005,0.0,18634.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
Polk,13233,15.0,0.0,0.0036,0.0,42470.0,0.00035,35.0,0.0,0.0,2020-03-31 18:28:21
Pulaski,13235,3.0,0.0,0.0007,0.0,11069.0,0.00027,27.0,0.0,0.0,2020-03-31 18:28:21
Putnam,13237,0.0,0.0,0.0,0.0,21809.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Quitman,13239,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Rabun,13241,2.0,0.0,0.0005,0.0,16867.0,0.00012,12.0,0.0,0.0,2020-03-31 18:28:21
Randolph,13243,5.0,0.0,0.0012,0.0,6833.0,0.00073,73.0,0.0,0.0,2020-03-31 18:28:21
Richmond,13245,40.0,0.0,0.0097,0.0,201554.0,0.0002,20.0,0.0,0.0,2020-03-31 18:28:21
Rockdale,13247,45.0,2.0,0.0109,0.0444,90594.0,0.0005,50.0,2.0,4.0,2020-03-31 18:28:21
Schley,13249,4.0,0.0,0.001,0.0,5236.0,0.00076,76.0,0.0,0.0,2020-03-31 18:28:21
Screven,13251,1.0,0.0,0.0002,0.0,13938.0,7e-05,7.0,0.0,0.0,2020-03-31 18:28:21
Seminole,13253,6.0,0.0,0.0015,0.0,8315.0,0.00072,72.0,0.0,0.0,2020-03-31 18:28:21
Spalding,13255,15.0,0.0,0.0036,0.0,66100.0,0.00023,23.0,0.0,0.0,2020-03-31 18:28:21
Stephens,13257,4.0,0.0,0.001,0.0,26035.0,0.00015,15.0,0.0,0.0,2020-03-31 18:28:21
Stewart,13259,1.0,0.0,0.0002,0.0,6199.0,0.00016,16.0,0.0,0.0,2020-03-31 18:28:21
Sumter,13261,35.0,2.0,0.0085,0.0571,29733.0,0.00118,118.0,7.0,6.0,2020-03-31 18:28:21
Talbot,13263,1.0,0.0,0.0002,0.0,6272.0,0.00016,16.0,0.0,0.0,2020-03-31 18:28:21
Taliaferro,13265,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Tattnall,13267,2.0,0.0,0.0005,0.0,25391.0,8e-05,8.0,0.0,0.0,2020-03-31 18:28:21
Taylor,13269,2.0,0.0,0.0005,0.0,8039.0,0.00025,25.0,0.0,0.0,2020-03-31 18:28:21
Telfair,13271,0.0,0.0,0.0,0.0,15876.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Terrell,13273,40.0,2.0,0.0097,0.05,8611.0,0.00465,465.0,23.0,5.0,2020-03-31 18:28:21
Thomas,13275,10.0,0.0,0.0024,0.0,44448.0,0.00022,22.0,0.0,0.0,2020-03-31 18:28:21
Tift,13277,20.0,0.0,0.0049,0.0,40571.0,0.00049,49.0,0.0,0.0,2020-03-31 18:28:21
Toombs,13279,3.0,0.0,0.0007,0.0,26887.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
Towns,13281,0.0,0.0,0.0,0.0,11852.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Treutlen,13283,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Troup,13285,18.0,1.0,0.0044,0.0556,70034.0,0.00026,26.0,1.0,6.0,2020-03-31 18:28:21
Turner,13287,4.0,0.0,0.001,0.0,7912.0,0.00051,51.0,0.0,0.0,2020-03-31 18:28:21
Twiggs,13289,2.0,0.0,0.0005,0.0,8188.0,0.00024,24.0,0.0,0.0,2020-03-31 18:28:21
Union,13291,0.0,0.0,0.0,0.0,24001.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Unknown,0,183.0,1.0,0.0444,0.0055,0.0,0.0,0.0,0.0,1.0,2020-03-31 18:28:21
Upson,13293,5.0,0.0,0.0012,0.0,26215.0,0.00019,19.0,0.0,0.0,2020-03-31 18:28:21
Walker,13295,1.0,0.0,0.0002,0.0,69410.0,1e-05,1.0,0.0,0.0,2020-03-31 18:28:21
Walton,13297,9.0,0.0,0.0022,0.0,93503.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Ware,13299,10.0,0.0,0.0024,0.0,35680.0,0.00028,28.0,0.0,0.0,2020-03-31 18:28:21
Warren,13301,3.0,0.0,0.0007,0.0,5251.0,0.00057,57.0,0.0,0.0,2020-03-31 18:28:21
Washington,13303,4.0,0.0,0.001,0.0,20386.0,0.0002,20.0,0.0,0.0,2020-03-31 18:28:21
Wayne,13305,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,0.0,0.0,2020-03-31 18:28:21
Webster,13307,1.0,0.0,0.0002,0.0,2611.0,0.00038,38.0,0.0,0.0,2020-03-31 18:28:21
Wheeler,13309,1.0,0.0,0.0002,0.0,7879.0,0.00013,13.0,0.0,0.0,2020-03-31 18:28:21
White,13311,3.0,0.0,0.0007,0.0,29970.0,0.0001,10.0,0.0,0.0,2020-03-31 18:28:21
Whitfield,13313,10.0,1.0,0.0024,0.1,104062.0,0.0001,10.0,1.0,10.0,2020-03-31 18:28:21
Wilcox,13315,1.0,0.0,0.0002,0.0,8812.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
Wilkes,13317,2.0,0.0,0.0005,0.0,9876.0,0.0002,20.0,0.0,0.0,2020-03-31 18:28:21
Wilkinson,13319,1.0,0.0,0.0002,0.0,9036.0,0.00011,11.0,0.0,0.0,2020-03-31 18:28:21
