County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Carroll,13045,131.0,1.0,0.0282,0.0076,118121.0,0.00111,111.0,1.0,1.0,2020-04-01 11:28:26
Catoosa,13047,4.0,0.0,0.0009,0.0,67420.0,6e-05,6.0,0.0,0.0,2020-04-01 11:28:26
Charlton,13049,1.0,0.0,0.0002,0.0,12968.0,8e-05,8.0,0.0,0.0,2020-04-01 11:28:26
Chatham,13051,36.0,2.0,0.0078,0.0556,289195.0,0.00012,12.0,1.0,6.0,2020-04-01 11:28:26
Chattahoochee,13053,2.0,0.0,0.0004,0.0,10684.0,0.00019,19.0,0.0,0.0,2020-04-01 11:28:26
Chattooga,13055,3.0,0.0,0.0006,0.0,24790.0,0.00012,12.0,0.0,0.0,2020-04-01 11:28:26
Cherokee,13057,83.0,4.0,0.0179,0.0482,254149.0,0.00033,33.0,2.0,5.0,2020-04-01 11:28:26
Clarke,13059,51.0,5.0,0.011,0.098,127330.0,0.0004,40.0,4.0,10.0,2020-04-01 11:28:26
Clay,13061,5.0,0.0,0.0011,0.0,2887.0,0.00173,173.0,0.0,0.0,2020-04-01 11:28:26
Clayton,13063,122.0,3.0,0.0263,0.0246,289615.0,0.00042,42.0,1.0,2.0,2020-04-01 11:28:26
Clinch,13065,1.0,0.0,0.0002,0.0,6648.0,0.00015,15.0,0.0,0.0,2020-04-01 11:28:26
Cobb,13067,293.0,15.0,0.0632,0.0512,756865.0,0.00039,39.0,2.0,5.0,2020-04-01 11:28:26
Coffee,13069,9.0,0.0,0.0019,0.0,43093.0,0.00021,21.0,0.0,0.0,2020-04-01 11:28:26
Colquitt,13071,20.0,1.0,0.0043,0.05,45592.0,0.00044,44.0,2.0,5.0,2020-04-01 11:28:26
Columbia,13073,24.0,0.0,0.0052,0.0,154291.0,0.00016,16.0,0.0,0.0,2020-04-01 11:28:26
Cook,13075,1.0,0.0,0.0002,0.0,17162.0,6e-05,6.0,0.0,0.0,2020-04-01 11:28:26
Coweta,13077,42.0,2.0,0.0091,0.0476,145864.0,0.00029,29.0,1.0,5.0,2020-04-01 11:28:26
Crawford,13079,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Crisp,13081,17.0,0.0,0.0037,0.0,22601.0,0.00075,75.0,0.0,0.0,2020-04-01 11:28:26
Dade,13083,1.0,0.0,0.0002,0.0,16226.0,6e-05,6.0,0.0,0.0,2020-04-01 11:28:26
Dawson,13085,11.0,0.0,0.0024,0.0,25083.0,0.00044,44.0,0.0,0.0,2020-04-01 11:28:26
Decatur,13087,8.0,0.0,0.0017,0.0,26575.0,0.0003,30.0,0.0,0.0,2020-04-01 11:28:26
Dekalb,13089,365.0,4.0,0.0787,0.011,756558.0,0.00048,48.0,1.0,1.0,2020-04-01 11:28:26
Dodge,13091,3.0,0.0,0.0006,0.0,20705.0,0.00014,14.0,0.0,0.0,2020-04-01 11:28:26
Dooly,13093,10.0,0.0,0.0022,0.0,13706.0,0.00073,73.0,0.0,0.0,2020-04-01 11:28:26
Dougherty,13095,480.0,27.0,0.1035,0.0562,91243.0,0.00526,526.0,30.0,6.0,2020-04-01 11:28:26
Douglas,13097,55.0,2.0,0.0119,0.0364,145331.0,0.00038,38.0,1.0,4.0,2020-04-01 11:28:26
Early,13099,34.0,1.0,0.0073,0.0294,10247.0,0.00332,332.0,10.0,3.0,2020-04-01 11:28:26
Echols,13101,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Effingham,13103,5.0,0.0,0.0011,0.0,62190.0,8e-05,8.0,0.0,0.0,2020-04-01 11:28:26
Elbert,13105,0.0,0.0,0.0,0.0,19120.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Emanuel,13107,1.0,0.0,0.0002,0.0,22612.0,4e-05,4.0,0.0,0.0,2020-04-01 11:28:26
Evans,13109,0.0,0.0,0.0,0.0,10721.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Fannin,13111,5.0,0.0,0.0011,0.0,25964.0,0.00019,19.0,0.0,0.0,2020-04-01 11:28:26
Fayette,13113,48.0,4.0,0.0103,0.0833,113459.0,0.00042,42.0,4.0,8.0,2020-04-01 11:28:26
Floyd,13115,60.0,2.0,0.0129,0.0333,97927.0,0.00061,61.0,2.0,3.0,2020-04-01 11:28:26
Forsyth,13117,48.0,1.0,0.0103,0.0208,236612.0,0.0002,20.0,0.0,2.0,2020-04-01 11:28:26
Franklin,13119,5.0,0.0,0.0011,0.0,23023.0,0.00022,22.0,0.0,0.0,2020-04-01 11:28:26
Fulton,13121,624.0,19.0,0.1345,0.0304,1050114.0,0.00059,59.0,2.0,3.0,2020-04-01 11:28:26
Gilmer,13123,1.0,0.0,0.0002,0.0,30816.0,3e-05,3.0,0.0,0.0,2020-04-01 11:28:26
Glascock,13125,0.0,0.0,0.0,0.0,2995.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Glynn,13127,18.0,0.0,0.0039,0.0,85219.0,0.00021,21.0,0.0,0.0,2020-04-01 11:28:26
Gordon,13129,18.0,1.0,0.0039,0.0556,57685.0,0.00031,31.0,2.0,6.0,2020-04-01 11:28:26
Grady,13131,1.0,0.0,0.0002,0.0,24748.0,4e-05,4.0,0.0,0.0,2020-04-01 11:28:26
Greene,13133,8.0,0.0,0.0017,0.0,17698.0,0.00045,45.0,0.0,0.0,2020-04-01 11:28:26
Gwinnett,13135,250.0,4.0,0.0539,0.016,927781.0,0.00027,27.0,0.0,2.0,2020-04-01 11:28:26
Habersham,13137,2.0,0.0,0.0004,0.0,45388.0,4e-05,4.0,0.0,0.0,2020-04-01 11:28:26
Hall,13139,69.0,0.0,0.0149,0.0,202148.0,0.00034,34.0,0.0,0.0,2020-04-01 11:28:26
Hancock,13141,0.0,0.0,0.0,0.0,8348.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Haralson,13143,5.0,0.0,0.0011,0.0,29533.0,0.00017,17.0,0.0,0.0,2020-04-01 11:28:26
Harris,13145,3.0,0.0,0.0006,0.0,34475.0,9e-05,9.0,0.0,0.0,2020-04-01 11:28:26
Hart,13147,4.0,0.0,0.0009,0.0,26099.0,0.00015,15.0,0.0,0.0,2020-04-01 11:28:26
Heard,13149,3.0,1.0,0.0006,0.3333,11879.0,0.00025,25.0,8.0,33.0,2020-04-01 11:28:26
Henry,13151,90.0,2.0,0.0194,0.0222,230220.0,0.00039,39.0,1.0,2.0,2020-04-01 11:28:26
Houston,13153,35.0,4.0,0.0075,0.1143,155469.0,0.00023,23.0,3.0,11.0,2020-04-01 11:28:26
Irwin,13155,3.0,0.0,0.0006,0.0,9398.0,0.00032,32.0,0.0,0.0,2020-04-01 11:28:26
Jackson,13157,9.0,0.0,0.0019,0.0,70422.0,0.00013,13.0,0.0,0.0,2020-04-01 11:28:26
Jasper,13159,2.0,0.0,0.0004,0.0,14040.0,0.00014,14.0,0.0,0.0,2020-04-01 11:28:26
Jeff Davis,13161,0.0,0.0,0.0,0.0,15029.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Jefferson,13163,2.0,0.0,0.0004,0.0,15430.0,0.00013,13.0,0.0,0.0,2020-04-01 11:28:26
Jenkins,13165,1.0,0.0,0.0002,0.0,8683.0,0.00012,12.0,0.0,0.0,2020-04-01 11:28:26
Johnson,13167,1.0,0.0,0.0002,0.0,9708.0,0.0001,10.0,0.0,0.0,2020-04-01 11:28:26
Jones,13169,4.0,0.0,0.0009,0.0,28616.0,0.00014,14.0,0.0,0.0,2020-04-01 11:28:26
Lamar,13171,4.0,0.0,0.0009,0.0,19000.0,0.00021,21.0,0.0,0.0,2020-04-01 11:28:26
Lanier,13173,0.0,0.0,0.0,0.0,10340.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Laurens,13175,14.0,0.0,0.003,0.0,47325.0,0.0003,30.0,0.0,0.0,2020-04-01 11:28:26
Lee,13177,94.0,7.0,0.0203,0.0745,29764.0,0.00316,316.0,24.0,7.0,2020-04-01 11:28:26
Liberty,13179,5.0,0.0,0.0011,0.0,61497.0,8e-05,8.0,0.0,0.0,2020-04-01 11:28:26
Lincoln,13181,4.0,0.0,0.0009,0.0,7915.0,0.00051,51.0,0.0,0.0,2020-04-01 11:28:26
Long,13183,1.0,0.0,0.0002,0.0,18998.0,5e-05,5.0,0.0,0.0,2020-04-01 11:28:26
Lowndes,13185,24.0,1.0,0.0052,0.0417,116321.0,0.00021,21.0,1.0,4.0,2020-04-01 11:28:26
Lumpkin,13187,7.0,0.0,0.0015,0.0,32955.0,0.00021,21.0,0.0,0.0,2020-04-01 11:28:26
Macon,13193,2.0,0.0,0.0004,0.0,13143.0,0.00015,15.0,0.0,0.0,2020-04-01 11:28:26
Madison,13195,3.0,1.0,0.0006,0.3333,29650.0,0.0001,10.0,3.0,33.0,2020-04-01 11:28:26
Marion,13197,0.0,0.0,0.0,0.0,8351.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Mcduffie,13189,3.0,0.0,0.0006,0.0,21531.0,0.00014,14.0,0.0,0.0,2020-04-01 11:28:26
Mcintosh,13191,1.0,0.0,0.0002,0.0,14340.0,7e-05,7.0,0.0,0.0,2020-04-01 11:28:26
Meriwether,13199,7.0,0.0,0.0015,0.0,21068.0,0.00033,33.0,0.0,0.0,2020-04-01 11:28:26
Miller,13201,4.0,0.0,0.0009,0.0,5686.0,0.0007,70.0,0.0,0.0,2020-04-01 11:28:26
Mitchell,13205,38.0,1.0,0.0082,0.0263,22192.0,0.00171,171.0,5.0,3.0,2020-04-01 11:28:26
Monroe,13207,6.0,0.0,0.0013,0.0,27520.0,0.00022,22.0,0.0,0.0,2020-04-01 11:28:26
Montgomery,13209,0.0,0.0,0.0,0.0,9193.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Morgan,13211,2.0,0.0,0.0004,0.0,18853.0,0.00011,11.0,0.0,0.0,2020-04-01 11:28:26
Murray,13213,5.0,0.0,0.0011,0.0,39921.0,0.00013,13.0,0.0,0.0,2020-04-01 11:28:26
Muscogee,13215,21.0,0.0,0.0045,0.0,194160.0,0.00011,11.0,0.0,0.0,2020-04-01 11:28:26
Newton,13217,32.0,0.0,0.0069,0.0,109541.0,0.00029,29.0,0.0,0.0,2020-04-01 11:28:26
Oconee,13219,17.0,0.0,0.0037,0.0,39272.0,0.00043,43.0,0.0,0.0,2020-04-01 11:28:26
Oglethorpe,13221,1.0,0.0,0.0002,0.0,15054.0,7e-05,7.0,0.0,0.0,2020-04-01 11:28:26
Paulding,13223,32.0,0.0,0.0069,0.0,164044.0,0.0002,20.0,0.0,0.0,2020-04-01 11:28:26
Peach,13225,7.0,1.0,0.0015,0.1429,27297.0,0.00026,26.0,4.0,14.0,2020-04-01 11:28:26
Pickens,13227,7.0,1.0,0.0015,0.1429,31980.0,0.00022,22.0,3.0,14.0,2020-04-01 11:28:26
Pierce,13229,5.0,0.0,0.0011,0.0,19389.0,0.00026,26.0,0.0,0.0,2020-04-01 11:28:26
Pike,13231,2.0,0.0,0.0004,0.0,18634.0,0.00011,11.0,0.0,0.0,2020-04-01 11:28:26
Polk,13233,16.0,0.0,0.0034,0.0,42470.0,0.00038,38.0,0.0,0.0,2020-04-01 11:28:26
Pulaski,13235,4.0,0.0,0.0009,0.0,11069.0,0.00036,36.0,0.0,0.0,2020-04-01 11:28:26
Putnam,13237,0.0,0.0,0.0,0.0,21809.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Quitman,13239,0.0,0.0,0.0,0.0,2279.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Rabun,13241,2.0,0.0,0.0004,0.0,16867.0,0.00012,12.0,0.0,0.0,2020-04-01 11:28:26
Randolph,13243,5.0,0.0,0.0011,0.0,6833.0,0.00073,73.0,0.0,0.0,2020-04-01 11:28:26
Richmond,13245,41.0,0.0,0.0088,0.0,201554.0,0.0002,20.0,0.0,0.0,2020-04-01 11:28:26
Rockdale,13247,45.0,2.0,0.0097,0.0444,90594.0,0.0005,50.0,2.0,4.0,2020-04-01 11:28:26
Schley,13249,4.0,0.0,0.0009,0.0,5236.0,0.00076,76.0,0.0,0.0,2020-04-01 11:28:26
Screven,13251,2.0,0.0,0.0004,0.0,13938.0,0.00014,14.0,0.0,0.0,2020-04-01 11:28:26
Seminole,13253,6.0,0.0,0.0013,0.0,8315.0,0.00072,72.0,0.0,0.0,2020-04-01 11:28:26
Spalding,13255,16.0,0.0,0.0034,0.0,66100.0,0.00024,24.0,0.0,0.0,2020-04-01 11:28:26
Stephens,13257,5.0,0.0,0.0011,0.0,26035.0,0.00019,19.0,0.0,0.0,2020-04-01 11:28:26
Stewart,13259,1.0,0.0,0.0002,0.0,6199.0,0.00016,16.0,0.0,0.0,2020-04-01 11:28:26
Sumter,13261,37.0,2.0,0.008,0.0541,29733.0,0.00124,124.0,7.0,5.0,2020-04-01 11:28:26
Talbot,13263,1.0,0.0,0.0002,0.0,6272.0,0.00016,16.0,0.0,0.0,2020-04-01 11:28:26
Taliaferro,13265,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Tattnall,13267,2.0,0.0,0.0004,0.0,25391.0,8e-05,8.0,0.0,0.0,2020-04-01 11:28:26
Taylor,13269,2.0,0.0,0.0004,0.0,8039.0,0.00025,25.0,0.0,0.0,2020-04-01 11:28:26
Telfair,13271,0.0,0.0,0.0,0.0,15876.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Terrell,13273,46.0,2.0,0.0099,0.0435,8611.0,0.00534,534.0,23.0,4.0,2020-04-01 11:28:26
Thomas,13275,11.0,0.0,0.0024,0.0,44448.0,0.00025,25.0,0.0,0.0,2020-04-01 11:28:26
Tift,13277,24.0,0.0,0.0052,0.0,40571.0,0.00059,59.0,0.0,0.0,2020-04-01 11:28:26
Toombs,13279,2.0,0.0,0.0004,0.0,26887.0,7e-05,7.0,0.0,0.0,2020-04-01 11:28:26
Towns,13281,0.0,0.0,0.0,0.0,11852.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Treutlen,13283,0.0,0.0,0.0,0.0,6809.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Troup,13285,19.0,1.0,0.0041,0.0526,70034.0,0.00027,27.0,1.0,5.0,2020-04-01 11:28:26
Turner,13287,4.0,0.0,0.0009,0.0,7912.0,0.00051,51.0,0.0,0.0,2020-04-01 11:28:26
Twiggs,13289,2.0,0.0,0.0004,0.0,8188.0,0.00024,24.0,0.0,0.0,2020-04-01 11:28:26
Union,13291,0.0,0.0,0.0,0.0,24001.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Unknown,0,516.0,2.0,0.1113,0.0039,0.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Upson,13293,5.0,0.0,0.0011,0.0,26215.0,0.00019,19.0,0.0,0.0,2020-04-01 11:28:26
Walker,13295,2.0,0.0,0.0004,0.0,69410.0,3e-05,3.0,0.0,0.0,2020-04-01 11:28:26
Walton,13297,12.0,0.0,0.0026,0.0,93503.0,0.00013,13.0,0.0,0.0,2020-04-01 11:28:26
Ware,13299,10.0,1.0,0.0022,0.1,35680.0,0.00028,28.0,3.0,10.0,2020-04-01 11:28:26
Warren,13301,4.0,0.0,0.0009,0.0,5251.0,0.00076,76.0,0.0,0.0,2020-04-01 11:28:26
Washington,13303,4.0,0.0,0.0009,0.0,20386.0,0.0002,20.0,0.0,0.0,2020-04-01 11:28:26
Wayne,13305,0.0,0.0,0.0,0.0,29808.0,0.0,0.0,0.0,0.0,2020-04-01 11:28:26
Webster,13307,1.0,0.0,0.0002,0.0,2611.0,0.00038,38.0,0.0,0.0,2020-04-01 11:28:26
Wheeler,13309,1.0,0.0,0.0002,0.0,7879.0,0.00013,13.0,0.0,0.0,2020-04-01 11:28:26
White,13311,3.0,0.0,0.0006,0.0,29970.0,0.0001,10.0,0.0,0.0,2020-04-01 11:28:26
Whitfield,13313,10.0,1.0,0.0022,0.1,104062.0,0.0001,10.0,1.0,10.0,2020-04-01 11:28:26
Wilcox,13315,1.0,0.0,0.0002,0.0,8812.0,0.00011,11.0,0.0,0.0,2020-04-01 11:28:26
Wilkes,13317,2.0,0.0,0.0004,0.0,9876.0,0.0002,20.0,0.0,0.0,2020-04-01 11:28:26
Wilkinson,13319,2.0,0.0,0.0004,0.0,9036.0,0.00022,22.0,0.0,0.0,2020-04-01 11:28:26
