County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Appling,13001,5.0,0.0,0.0008,0.0,18507.0,0.00027,27.0,0.0,0.0,2020-04-03 18:28:43
Atkinson,13003,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,0.0,0.0,2020-04-03 18:28:43
Bacon,13005,6.0,0.0,0.001,0.0,11185.0,0.00054,54.0,0.0,0.0,2020-04-03 18:28:43
Baker,13007,4.0,1.0,0.0007,0.25,3092.0,0.00129,129.0,32.0,25.0,2020-04-03 18:28:43
Baldwin,13009,11.0,1.0,0.0018,0.0909,44823.0,0.00025,25.0,2.0,9.0,2020-04-03 18:28:43
Banks,13011,3.0,0.0,0.0005,0.0,18988.0,0.00016,16.0,0.0,0.0,2020-04-03 18:28:43
Barrow,13013,22.0,2.0,0.0037,0.0909,80809.0,0.00027,27.0,2.0,9.0,2020-04-03 18:28:43
Bartow,13015,159.0,6.0,0.0266,0.0377,106408.0,0.00149,149.0,6.0,4.0,2020-04-03 18:28:43
Ben Hill,13017,3.0,0.0,0.0005,0.0,16787.0,0.00018,18.0,0.0,0.0,2020-04-03 18:28:43
Berrien,13019,3.0,0.0,0.0005,0.0,19252.0,0.00016,16.0,0.0,0.0,2020-04-03 18:28:43
Bibb,13021,34.0,1.0,0.0057,0.0294,153095.0,0.00022,22.0,1.0,3.0,2020-04-03 18:28:43
Bleckley,13023,1.0,0.0,0.0002,0.0,12838.0,8e-05,8.0,0.0,0.0,2020-04-03 18:28:43
Brantley,13025,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,0.0,0.0,2020-04-03 18:28:43
Brooks,13027,5.0,0.0,0.0008,0.0,15513.0,0.00032,32.0,0.0,0.0,2020-04-03 18:28:43
Bryan,13029,15.0,1.0,0.0025,0.0667,38109.0,0.00039,39.0,3.0,7.0,2020-04-03 18:28:43
Bulloch,13031,5.0,0.0,0.0008,0.0,77296.0,6e-05,6.0,0.0,0.0,2020-04-03 18:28:43
Burke,13033,8.0,0.0,0.0013,0.0,22423.0,0.00036,36.0,0.0,0.0,2020-04-03 18:28:43
Butts,13035,9.0,0.0,0.0015,0.0,24193.0,0.00037,37.0,0.0,0.0,2020-04-03 18:28:43
