County,fips,TotalCases,TotalDeaths,PctOfInfections,PctDeaths,Population,PctPopInfected,Infection_per_100k,Deaths_per_100k,Deaths_per_100_Infections,Date
Appling,13001,3.0,0.0,0.0006,0.0,18507.0,0.00016,16.0,0.0,0.0,2020-04-02 18:28:36
Atkinson,13003,0.0,0.0,0.0,0.0,8297.0,0.0,0.0,0.0,0.0,2020-04-02 18:28:36
Bacon,13005,6.0,0.0,0.0011,0.0,11185.0,0.00054,54.0,0.0,0.0,2020-04-02 18:28:36
Baker,13007,4.0,1.0,0.0007,0.25,3092.0,0.00129,129.0,32.0,25.0,2020-04-02 18:28:36
Baldwin,13009,7.0,1.0,0.0013,0.1429,44823.0,0.00016,16.0,2.0,14.0,2020-04-02 18:28:36
Banks,13011,3.0,0.0,0.0006,0.0,18988.0,0.00016,16.0,0.0,0.0,2020-04-02 18:28:36
Barrow,13013,20.0,2.0,0.0037,0.1,80809.0,0.00025,25.0,2.0,10.0,2020-04-02 18:28:36
Bartow,13015,153.0,4.0,0.0281,0.0261,106408.0,0.00144,144.0,4.0,3.0,2020-04-02 18:28:36
Ben Hill,13017,3.0,0.0,0.0006,0.0,16787.0,0.00018,18.0,0.0,0.0,2020-04-02 18:28:36
Berrien,13019,3.0,0.0,0.0006,0.0,19252.0,0.00016,16.0,0.0,0.0,2020-04-02 18:28:36
Bibb,13021,25.0,1.0,0.0046,0.04,153095.0,0.00016,16.0,1.0,4.0,2020-04-02 18:28:36
Bleckley,13023,1.0,0.0,0.0002,0.0,12838.0,8e-05,8.0,0.0,0.0,2020-04-02 18:28:36
Brantley,13025,0.0,0.0,0.0,0.0,18897.0,0.0,0.0,0.0,0.0,2020-04-02 18:28:36
Brooks,13027,4.0,0.0,0.0007,0.0,15513.0,0.00026,26.0,0.0,0.0,2020-04-02 18:28:36
Bryan,13029,11.0,1.0,0.002,0.0909,38109.0,0.00029,29.0,3.0,9.0,2020-04-02 18:28:36
Bulloch,13031,4.0,0.0,0.0007,0.0,77296.0,5e-05,5.0,0.0,0.0,2020-04-02 18:28:36
Burke,13033,8.0,0.0,0.0015,0.0,22423.0,0.00036,36.0,0.0,0.0,2020-04-02 18:28:36
Butts,13035,9.0,0.0,0.0017,0.0,24193.0,0.00037,37.0,0.0,0.0,2020-04-02 18:28:36
Calhoun,13037,10.0,1.0,0.0018,0.1,6352.0,0.00157,157.0,16.0,10.0,2020-04-02 18:28:36
Camden,13039,6.0,0.0,0.0011,0.0,53677.0,0.00011,11.0,0.0,0.0,2020-04-02 18:28:36
Candler,13043,1.0,0.0,0.0002,0.0,10836.0,9e-05,9.0,0.0,0.0,2020-04-02 18:28:36
Carroll,13045,139.0,2.0,0.0255,0.0144,118121.0,0.00118,118.0,2.0,1.0,2020-04-02 18:28:36
Catoosa,13047,5.0,0.0,0.0009,0.0,67420.0,7e-05,7.0,0.0,0.0,2020-04-02 18:28:36
Charlton,13049,1.0,0.0,0.0002,0.0,12968.0,8e-05,8.0,0.0,0.0,2020-04-02 18:28:36
Chatham,13051,44.0,3.0,0.0081,0.0682,289195.0,0.00015,15.0,1.0,7.0,2020-04-02 18:28:36
